名称,名称,关系
彼得·杰克逊,杰德·布罗菲,合作
彼得·杰克逊,诺曼·凯茨,合作
彼得·杰克逊,兰德尔·威廉·库克,合作
彼得·杰克逊,萨比恩·克洛森,合作
彼得·杰克逊,西奥沙福瓦,合作
彼得·杰克逊,本·弗兰舍姆,合作
彼得·杰克逊,彼得·杰克逊,合作
彼得·杰克逊,艾伦·李,合作
托尼·凯耶,超脱,导演
托尼·凯耶,艾德里安·布洛迪,合作
托尼·凯耶,马西娅·盖伊·哈登,合作
托尼·凯耶,詹姆斯·肯恩,合作
托尼·凯耶,克里斯蒂娜·亨德里克斯,合作
托尼·凯耶,刘玉玲,合作
托尼·凯耶,布莱思·丹纳,合作
托尼·凯耶,蒂姆·布雷克·尼尔森,合作
托尼·凯耶,威廉·彼德森,合作
托尼·凯耶,布莱恩·科兰斯顿,合作
托尼·凯耶,萨米·盖尔,合作
托尼·凯耶,LouisZorich,合作
托尼·凯耶,小伊塞亚·维特洛克,合作
托尼·凯耶,大卫·豪森,合作
托尼·凯耶,约翰·塞纳迭姆博,合作
托尼·凯耶,西莉亚·奥,合作
托尼·凯耶,罗南·鲁宾斯坦,合作
托尼·凯耶,阿尔·卡尔德隆,合作
托尼·凯耶,布雷南·布朗,合作
托尼·凯耶,ReaganLeonard,合作
托尼·凯耶,詹姆斯·霍西,合作
托尼·凯耶,乔什·帕斯,合作
托尼·凯耶,瑞内·菲利斯·史密斯,合作
托尼·凯耶,道格·伊·道格,合作
托尼·凯耶,PatriciaRae,合作
托尼·凯耶,萨曼萨·罗根,合作
托尼·凯耶,拉尔夫·罗德里格斯,合作
朗·霍华德,美丽心灵,导演
朗·霍华德,罗素·克劳,合作
朗·霍华德,艾德·哈里斯,合作
朗·霍华德,詹妮弗·康纳利,合作
朗·霍华德,克里斯托弗·普卢默,合作
朗·霍华德,保罗·贝坦尼,合作
朗·霍华德,亚当·戈德堡,合作
朗·霍华德,乔什·卢卡斯,合作
朗·霍华德,安东尼·拉普,合作
朗·霍华德,贾森·加里-斯坦福德,合作
朗·霍华德,贾德·赫希,合作
朗·霍华德,奥斯汀·潘德尔顿,合作
朗·霍华德,薇薇·卡登尼,合作
朗·霍华德,吉莉·西蒙,合作
朗·霍华德,维克多·斯坦巴赫,合作
朗·霍华德,坦娅·克拉克,合作
朗·霍华德,罗伊·辛尼斯,合作
朗·霍华德,谢丽尔·霍华德,合作
朗·霍华德,兰斯·霍华德,合作
朗·霍华德,简·詹金斯,合作
朗·霍华德,乔什·帕斯,合作
朗·霍华德,瓦伦蒂娜·卡迪纳利,合作
朗·霍华德,蒂格尔·F·伯格里,合作
朗·霍华德,迈克尔·埃斯佩尔,合作
朗·霍华德,艾米·瓦尔兹,合作
朗·霍华德,小艾德.朱普,合作
朗·霍华德,卡拉·奥奇格罗索,合作
朗·霍华德,斯特里奥·萨万特,合作
朗·霍华德,迈克尔·阿伯特,合作
朗·霍华德,雷吉·奥斯汀,合作
朗·霍华德,凯德·比特纳,合作
朗·霍华德,理查·布莱恩特,合作
朗·霍华德,丹·陈,合作
朗·霍华德,乔纳·福尔肯,合作
朗·霍华德,法布里奇奥·范特,合作
朗·霍华德,斯科特·费恩斯特罗姆,合作
朗·霍华德,迈克尔·菲奥里,合作
朗·霍华德,塞斯·盖贝尔,合作
朗·霍华德,埃文·哈特,合作
朗·霍华德,杰森·霍顿,合作
朗·霍华德,布莱丝·达拉斯·霍华德,合作
朗·霍华德,朗·霍华德,合作
朗·霍华德,多里·曼佐尔,合作
朗·霍华德,罗伯特·迈尔斯,合作
朗·霍华德,里德·彭尼,合作
朗·霍华德,米尔斯·彼埃尔,合作
朗·霍华德,肖恩·里德,合作
弗朗西斯·福特·科波拉,教父,导演
弗朗西斯·福特·科波拉,马龙·白兰度,合作
弗朗西斯·福特·科波拉,阿尔·帕西诺,合作
弗朗西斯·福特·科波拉,詹姆斯·肯恩,合作
弗朗西斯·福特·科波拉,理查德·卡斯特尔诺,合作
弗朗西斯·福特·科波拉,罗伯特·杜瓦尔,合作
弗朗西斯·福特·科波拉,斯特林·海登,合作
弗朗西斯·福特·科波拉,约翰·马利,合作
弗朗西斯·福特·科波拉,理查德·康特,合作
弗朗西斯·福特·科波拉,艾尔·勒提埃里,合作
弗朗西斯·福特·科波拉,黛安·基顿,合作
弗朗西斯·福特·科波拉,阿贝·维高达,合作
弗朗西斯·福特·科波拉,塔莉娅·夏尔,合作
弗朗西斯·福特·科波拉,吉亚尼·罗素,合作
弗朗西斯·福特·科波拉,约翰·凯泽尔,合作
弗朗西斯·福特·科波拉,鲁迪·邦德,合作
弗朗西斯·福特·科波拉,兰尼·蒙大拿,合作
弗朗西斯·福特·科波拉,教父2,导演
弗朗西斯·福特·科波拉,阿尔·帕西诺,合作
弗朗西斯·福特·科波拉,罗伯特·杜瓦尔,合作
弗朗西斯·福特·科波拉,黛安·基顿,合作
弗朗西斯·福特·科波拉,罗伯特·德尼罗,合作
弗朗西斯·福特·科波拉,约翰·凯泽尔,合作
弗朗西斯·福特·科波拉,塔莉娅·夏尔,合作
弗朗西斯·福特·科波拉,李·斯特拉斯伯格,合作
弗朗西斯·福特·科波拉,迈克尔·V·格佐,合作
弗朗西斯·福特·科波拉,G·D·斯普拉德林,合作
弗朗西斯·福特·科波拉,理查德·布赖特,合作
弗朗西斯·福特·科波拉,加斯通·莫辛,合作
弗朗西斯·福特·科波拉,汤姆·罗斯奎,合作
弗朗西斯·福特·科波拉,布鲁诺·柯比,合作
弗朗西斯·福特·科波拉,弗兰克·西维罗,合作
弗朗西斯·福特·科波拉,弗朗西丝卡·德·萨维奥,合作
弗朗西斯·福特·科波拉,摩甘娜金,合作
弗朗西斯·福特·科波拉,玛丽亚娜·希尔,合作
弗朗西斯·福特·科波拉,莱奥波多·特里耶斯泰,合作
弗朗西斯·福特·科波拉,多米尼克·查尼斯,合作
弗朗西斯·福特·科波拉,AmerigoTot,合作
弗朗西斯·福特·科波拉,特洛伊·多纳胡,合作
弗朗西斯·福特·科波拉,约翰·阿普雷亚,合作
弗朗西斯·福特·科波拉,乔·斯皮内尔,合作
弗朗西斯·福特·科波拉,阿贝·维高达,合作
弗朗西斯·福特·科波拉,吉亚尼·罗素,合作
弗朗西斯·福特·科波拉,MariaCarta,合作
弗朗西斯·福特·科波拉,菲伊·斯潘,合作
弗朗西斯·福特·科波拉,哈利·戴恩·斯坦通,合作
弗朗西斯·福特·科波拉,卡明·卡里迪,合作
弗朗西斯·福特·科波拉,丹尼·爱罗,合作
弗朗西斯·福特·科波拉,威廉·鲍尔斯,合作
弗朗西斯·福特·科波拉,约瑟夫·德拉·索尔特,合作
弗朗西斯·福特·科波拉,卡门·阿尔根齐亚诺,合作
弗朗西斯·福特·科波拉,乔·罗·格里普,合作
弗朗西斯·福特·科波拉,EzioFlagello,合作
弗朗西斯·福特·科波拉,凯瑟琳·贝勒,合作
弗朗西斯·福特·科波拉,SaveriaMazzola,合作
弗朗西斯·福特·科波拉,TitoAlba,合作
弗朗西斯·福特·科波拉,彼得·多纳特,合作
弗朗西斯·福特·科波拉,汤姆·达尔格伦,合作
弗朗西斯·福特·科波拉,PhilFeldman,合作
弗朗西斯·福特·科波拉,罗杰·科曼,合作
弗朗西斯·福特·科波拉,伊凡·科尔,合作
弗朗西斯·福特·科波拉,艾丽卡·约恩,合作
弗朗西斯·福特·科波拉,TeresaTirelli,合作
弗朗西斯·福特·科波拉,詹姆斯·肯恩,合作
弗朗西斯·福特·科波拉,ItaliaCoppola,合作
弗朗西斯·福特·科波拉,罗曼·科波拉,合作
弗朗西斯·福特·科波拉,索菲亚·科波拉,合作
弗朗西斯·福特·科波拉,朱莉·格雷格,合作
弗朗西斯·福特·科波拉,GeorgeHolmes,合作
弗朗西斯·福特·科波拉,BuckHoughton,合作
弗朗西斯·福特·科波拉,ShepHoughton,合作
弗朗西斯·福特·科波拉,小杉正一,合作
弗朗西斯·福特·科波拉,加里·库尔茨,合作
弗朗西斯·福特·科波拉,LauraLyons,合作
弗朗西斯·福特·科波拉,理查德·麦瑟森,合作
弗朗西斯·福特·科波拉,约翰·梅根纳,合作
弗朗西斯·福特·科波拉,HarrisonRessler,合作
弗朗西斯·福特·科波拉,AlRoberts,合作
弗朗西斯·福特·科波拉,HankRobinson,合作
弗朗西斯·福特·科波拉,FilomenaSpagnuolo,合作
弗朗西斯·福特·科波拉,教父3,导演
弗朗西斯·福特·科波拉,阿尔·帕西诺,合作
弗朗西斯·福特·科波拉,黛安·基顿,合作
弗朗西斯·福特·科波拉,塔莉娅·夏尔,合作
弗朗西斯·福特·科波拉,安迪·加西亚,合作
弗朗西斯·福特·科波拉,埃里·瓦拉赫,合作
弗朗西斯·福特·科波拉,乔·曼特纳,合作
弗朗西斯·福特·科波拉,乔治·汉密尔顿,合作
弗朗西斯·福特·科波拉,布里吉特·芳达,合作
弗朗西斯·福特·科波拉,索菲亚·科波拉,合作
弗朗西斯·福特·科波拉,雷夫·瓦朗,合作
弗朗西斯·福特·科波拉,弗兰克·德安布罗西奥,合作
弗朗西斯·福特·科波拉,敦尔·当纳利,合作
弗朗西斯·福特·科波拉,理查德·布赖特,合作
弗朗西斯·福特·科波拉,赫尔穆特·贝格,合作
弗朗西斯·福特·科波拉,唐·诺韦洛,合作
马丁·布莱斯特,闻香识女人,导演
马丁·布莱斯特,阿尔·帕西诺,合作
马丁·布莱斯特,克里斯·奥唐纳,合作
马丁·布莱斯特,詹姆斯·瑞布霍恩,合作
马丁·布莱斯特,加布里埃尔·安瓦尔,合作
马丁·布莱斯特,菲利普·塞默·霍夫曼,合作
马丁·布莱斯特,理查德·文彻,合作
马丁·布莱斯特,布莱德利·惠特福德,合作
马丁·布莱斯特,罗谢尔·奥利弗,合作
马丁·布莱斯特,MargaretEginton,合作
马丁·布莱斯特,TomRiisFarrell,合作
马丁·布莱斯特,NicholasSadler,合作
马丁·布莱斯特,托德·路易斯,合作
马丁·布莱斯特,马特·史密斯,合作
马丁·布莱斯特,吉恩·坎菲尔德,合作
马丁·布莱斯特,弗兰西丝·康罗伊,合作
乔治·米勒,疯狂的麦克斯4：狂暴之路,导演
乔治·米勒,汤姆·哈迪,合作
乔治·米勒,查理兹·塞隆,合作
乔治·米勒,尼古拉斯·霍尔特,合作
乔治·米勒,休·基斯-拜恩,合作
乔治·米勒,乔什·赫尔曼,合作
乔治·米勒,内森·琼斯,合作
乔治·米勒,佐伊·克罗维兹,合作
乔治·米勒,罗茜·汉丁顿-惠特莉,合作
乔治·米勒,丽莉·吉欧,合作
乔治·米勒,阿比·丽,合作
乔治·米勒,考特尼·伊顿,合作
乔治·米勒,安格斯·桑普森,合作
乔治·米勒,理查德·卡特,合作
乔治·米勒,梅根·盖尔,合作
乔治·米勒,肖恩·哈普,合作
阿德里安·莫利纳,寻梦环游记,导演
阿德里安·莫利纳,安东尼·冈萨雷斯,合作
阿德里安·莫利纳,盖尔·加西亚·贝纳尔,合作
阿德里安·莫利纳,本杰明·布拉特,合作
阿德里安·莫利纳,阿兰娜·乌巴赫,合作
阿德里安·莫利纳,芮妮·维克托,合作
阿德里安·莫利纳,杰米·卡米尔,合作
阿德里安·莫利纳,阿方索·阿雷奥,合作
阿德里安·莫利纳,赫伯特·西古恩萨,合作
阿德里安·莫利纳,加布里埃尔·伊格莱西亚斯,合作
阿德里安·莫利纳,隆巴多·博伊尔,合作
阿德里安·莫利纳,安娜·奥菲丽亚·莫吉亚,合作
阿德里安·莫利纳,娜塔丽·科尔多瓦,合作
阿德里安·莫利纳,赛琳娜·露娜,合作
阿德里安·莫利纳,爱德华·詹姆斯·奥莫斯,合作
阿德里安·莫利纳,索菲亚·伊斯皮诺萨,合作
阿德里安·莫利纳,卡拉·梅迪纳,合作
阿德里安·莫利纳,黛娅娜·欧特里,合作
阿德里安·莫利纳,路易斯·瓦尔德斯,合作
阿德里安·莫利纳,布兰卡·阿拉切利,合作
阿德里安·莫利纳,萨尔瓦多·雷耶斯,合作
阿德里安·莫利纳,切奇·马林,合作
阿德里安·莫利纳,奥克塔维·索利斯,合作
阿德里安·莫利纳,约翰·拉岑贝格,合作
吕克·贝松,这个杀手不太冷,导演
吕克·贝松,让·雷诺,合作
吕克·贝松,娜塔莉·波特曼,合作
吕克·贝松,加里·奥德曼,合作
吕克·贝松,丹尼·爱罗,合作
吕克·贝松,彼得·阿佩尔,合作
吕克·贝松,迈克尔·巴达鲁科,合作
吕克·贝松,艾伦·格里尼,合作
吕克·贝松,伊丽莎白·瑞根,合作
吕克·贝松,卡尔·马图斯维奇,合作
吕克·贝松,弗兰克·赛格,合作
吕克·贝松,麦温,合作
吕克·贝松,乔治·马丁,合作
吕克·贝松,罗伯特·拉萨多,合作
吕克·贝松,亚当·布斯奇,合作
吕克·贝松,马里奥·托迪斯科,合作
吕克·贝松,萨米·纳塞利,合作
韦斯·安德森,布达佩斯大饭店,导演
韦斯·安德森,拉尔夫·费因斯,合作
韦斯·安德森,托尼·雷沃罗利,合作
韦斯·安德森,艾德里安·布洛迪,合作
韦斯·安德森,威廉·达福,合作
韦斯·安德森,裘德·洛,合作
韦斯·安德森,爱德华·诺顿,合作
韦斯·安德森,西尔莎·罗南,合作
韦斯·安德森,蒂尔达·斯文顿,合作
韦斯·安德森,比尔·默瑞,合作
韦斯·安德森,蕾雅·赛杜,合作
韦斯·安德森,欧文·威尔逊,合作
韦斯·安德森,詹森·舒瓦兹曼,合作
韦斯·安德森,马修·阿马立克,合作
韦斯·安德森,F·默里·亚伯拉罕,合作
韦斯·安德森,汤姆·威尔金森,合作
韦斯·安德森,杰夫·高布伦,合作
韦斯·安德森,哈威·凯特尔,合作
雅克·克鲁奥德,海洋,导演
雅克·克鲁奥德,皮尔斯·布鲁斯南,合作
雅克·克鲁奥德,小佩德罗·阿门达里斯,合作
雅克·克鲁奥德,雅克·贝汉,合作
雅克·克鲁奥德,宫泽理惠,合作
雅克·克鲁奥德,马蒂亚斯·勃兰特,合作
雅克·克鲁奥德,阿尔多,合作
雅克·克鲁奥德,兰斯洛特·佩林,合作
雅克·克鲁奥德,ManoloGarcia,合作
克里斯托弗·史密斯,恐怖游轮,导演
克里斯托弗·史密斯,梅利莎·乔治,合作
克里斯托弗·史密斯,利亚姆·海姆斯沃斯,合作
克里斯托弗·史密斯,迈克尔·多曼,合作
克里斯托弗·史密斯,瑞秋·卡帕尼,合作
克里斯托弗·史密斯,艾玛·朗,合作
克里斯托弗·史密斯,亨利·尼克松,合作
克里斯托弗·史密斯,约书亚·麦基弗,合作
詹姆斯·沃德·布柯特,彗星来的那一夜,导演
詹姆斯·沃德·布柯特,艾米丽·芭尔多尼,合作
詹姆斯·沃德·布柯特,莫瑞·史特林,合作
詹姆斯·沃德·布柯特,尼古拉斯·布兰登,合作
詹姆斯·沃德·布柯特,劳伦·斯卡法莉娅,合作
詹姆斯·沃德·布柯特,伊丽莎白·格瑞斯,合作
詹姆斯·沃德·布柯特,雨果·阿姆斯特朗,合作
詹姆斯·沃德·布柯特,亚历克斯·马努吉安,合作
詹姆斯·沃德·布柯特,劳伦·马赫,合作
卡洛斯·沙尔丹哈,冰川时代,导演
卡洛斯·沙尔丹哈,雷·罗马诺,合作
卡洛斯·沙尔丹哈,约翰·雷吉扎莫,合作
卡洛斯·沙尔丹哈,丹尼斯·利瑞,合作
卡洛斯·沙尔丹哈,杰克·布莱克,合作
丹尼斯·甘塞尔,浪潮,导演
丹尼斯·甘塞尔,于尔根·福格尔,合作
丹尼斯·甘塞尔,弗雷德里克·劳,合作
丹尼斯·甘塞尔,马克思·雷迈特,合作
丹尼斯·甘塞尔,詹妮弗·乌尔里希,合作
丹尼斯·甘塞尔,克里斯蒂安娜·保罗,合作
丹尼斯·甘塞尔,雅各布·马琛茨,合作
丹尼斯·甘塞尔,克里斯蒂娜·度·瑞格,合作
丹尼斯·甘塞尔,埃利亚斯·穆巴里克,合作
丹尼斯·甘塞尔,马克西米利安·福尔马尔,合作
丹尼斯·甘塞尔,马克斯·毛夫,合作
杨宇硕,辩护人,导演
杨宇硕,宋康昊,合作
杨宇硕,金英爱,合作
杨宇硕,吴达洙,合作
杨宇硕,郭度沅,合作
杨宇硕,任时完,合作
杨宇硕,宋永彰,合作
杨宇硕,郑元中,合作
杨宇硕,赵敏基,合作
杨宇硕,李杭娜,合作
杨宇硕,李星民,合作
杨宇硕,车光洙,合作
杨宇硕,韩基重,合作
杨宇硕,沈熙燮,合作
杨宇硕,赵莞基,合作
杨宇硕,李姃垠,合作
盖·里奇,两杆大烟枪,导演
盖·里奇,杰森·弗莱明,合作
盖·里奇,德克斯特·弗莱彻,合作
盖·里奇,尼克·莫兰,合作
盖·里奇,杰森·斯坦森,合作
盖·里奇,斯蒂文·麦金托什,合作
盖·里奇,斯汀,合作
盖·里奇,维尼·琼斯,合作
卢卡·瓜达尼诺,请以你的名字呼唤我,导演
卢卡·瓜达尼诺,艾米·汉莫,合作
卢卡·瓜达尼诺,蒂莫西·柴勒梅德,合作
卢卡·瓜达尼诺,迈克尔·斯图巴,合作
卢卡·瓜达尼诺,阿蜜拉·卡萨,合作
卢卡·瓜达尼诺,艾斯特·加瑞尔,合作
卢卡·瓜达尼诺,维克图瓦尔·杜布瓦,合作
卢卡·瓜达尼诺,旺妲·卡布里奥罗,合作
卢卡·瓜达尼诺,安东尼奥·里莫尔迪,合作
卢卡·瓜达尼诺,埃琳娜·布奇,合作
卢卡·瓜达尼诺,马可·斯格罗索,合作
卢卡·瓜达尼诺,安德列·艾席蒙,合作
卢卡·瓜达尼诺,彼得·斯皮尔斯,合作
周申,驴得水,导演
周申,任素汐,合作
周申,大力,合作
周申,刘帅良,合作
周申,裴魁山,合作
周申,阿如那,合作
周申,韩彦博,合作
周申,卜冠今,合作
周申,王堃,合作
周申,高阳,合作
周申,苏千越,合作
周申,麦亚瑟,合作
周申,王峰,合作
李力持,喜剧之王,导演
李力持,周星驰,合作
李力持,张柏芝,合作
李力持,莫文蔚,合作
李力持,吴孟达,合作
李力持,林子善,合作
李力持,田启文,合作
李力持,李兆基,合作
李力持,成龙,合作
李力持,李思捷,合作
李力持,郑文辉,合作
李力持,唐伯虎点秋香,导演
李力持,周星驰,合作
李力持,巩俐,合作
李力持,陈百祥,合作
李力持,郑佩佩,合作
李力持,朱咪咪,合作
李力持,梁家仁,合作
李力持,苑琼丹,合作
李力持,梁荣忠,合作
李力持,黄一山,合作
李力持,黄霑,合作
李力持,吴镇宇,合作
李力持,刘家辉,合作
李力持,蓝洁瑛,合作
李力持,谷德昭,合作
李力持,陈辉虹,合作
李力持,李健仁,合作
李力持,宣萱,合作
李力持,温翠苹,合作
李·昂克里奇,寻梦环游记,导演
李·昂克里奇,安东尼·冈萨雷斯,合作
李·昂克里奇,盖尔·加西亚·贝纳尔,合作
李·昂克里奇,本杰明·布拉特,合作
李·昂克里奇,阿兰娜·乌巴赫,合作
李·昂克里奇,芮妮·维克托,合作
李·昂克里奇,杰米·卡米尔,合作
李·昂克里奇,阿方索·阿雷奥,合作
李·昂克里奇,赫伯特·西古恩萨,合作
李·昂克里奇,加布里埃尔·伊格莱西亚斯,合作
李·昂克里奇,隆巴多·博伊尔,合作
李·昂克里奇,安娜·奥菲丽亚·莫吉亚,合作
李·昂克里奇,娜塔丽·科尔多瓦,合作
李·昂克里奇,赛琳娜·露娜,合作
李·昂克里奇,爱德华·詹姆斯·奥莫斯,合作
